Year,LocationAbbr,LocationDesc,TopicDesc,Gender,Race,Age,Education
2013,DC,District of Columbia,  Adults,Overall,White,All Ages,All Grades
2019,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2017,SD,South Dakota,E-  Adults,Male,All Races,All Ages,All Grades
2017,NM,New Mexico,E-  Adults,Overall,Hispanic,All Ages,All Grades
2016,MN,Minnesota,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2014,TX,Texas,  Adults,Male,All Races,All Ages,All Grades
2019,ME,Maine,  Adults,Overall,All Races,25 to 44 Years,All Grades
2018,CO,Colorado,  Adults,Overall,African American,All Ages,All Grades
2015,MD,Maryland, Adults,Male,All Races,All Ages,All Grades
2015,ID,Idaho,  Adults,Overall,All Races,All Ages,All Grades
2018,GA,Georgia,E-  Adults,Male,All Races,All Ages,All Grades
2014,IN,Indiana,  Adults,Female,All Races,All Ages,All Grades
2016,OR,Oregon,E-  Adults,Overall,All Races,65 Years and Older,All Grades
2018,WA,Washington,  Adults,Overall,All Races,All Ages,All Grades
2016,PR,Puerto Rico, Adults,Female,All Races,All Ages,All Grades
2014,PR,Puerto Rico,  Adults,Overall,All Races,18 to 24 Years,All Grades
2018,UT,Utah,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2012,TN,Tennessee,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2011,UT,Utah,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2017,MD,Maryland,E-  Adults,Overall,All Races,Age 25 and Older,12th Grade
2016,IL,Illinois,  Adults,Overall,All Races,All Ages,All Grades
2017,MA,Massachusetts,  Adults,Overall,All Races,All Ages,All Grades
2016-2017,OH,Ohio,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,TN,Tennessee,  Adults,Overall,All Races,65 Years and Older,All Grades
2019,AL,Alabama,  Adults,Overall,African American,All Ages,All Grades
2016,TN,Tennessee, Adults,Male,All Races,All Ages,All Grades
2015-2016,WV,West Virginia,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2014,WI,Wisconsin,  Adults,Overall,All Races,All Ages,All Grades
2018,TX,Texas, Adults,Overall,All Races,All Ages,All Grades
2013,NC,North Carolina,  Adults,Female,All Races,All Ages,All Grades
2016,DE,Delaware,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2013,WA,Washington,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,CA,California,E-  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2011,PA,Pennsylvania, Adults,Male,All Races,All Ages,All Grades
2019,NC,North Carolina,  Adults,Overall,All Races,All Ages,All Grades
2019,ID,Idaho,  Adults,Male,All Races,All Ages,All Grades
2018,GU,Guam,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2017,MT,Montana,E-  Adults,Overall,White,All Ages,All Grades
2017,CA,California,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2015,GU,Guam,  Adults,Overall,All Races,All Ages,All Grades
2017,GU,Guam,  Adults,Female,All Races,All Ages,All Grades
2013,MO,Missouri,  Adults,Overall,All Races,All Ages,All Grades
2019,NE,Nebraska,  Adults,Overall,All Races,All Ages,All Grades
2018,RI,Rhode Island,E-  Adults,Overall,All Races,All Ages,All Grades
2012,WA,Washington,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2015,MI,Michigan,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2019,WY,Wyoming,  Adults,Overall,All Races,All Ages,All Grades
2017,MT,Montana,  Adults,Overall,All Races,All Ages,All Grades
2014,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2016-2017,SC,South Carolina,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,NH,New Hampshire,  Adults,Female,All Races,All Ages,All Grades
2017,MI,Michigan,E-  Adults,Male,All Races,All Ages,All Grades
2016,MD,Maryland,  Adults,Female,All Races,18 to 44 Years,All Grades
2018,MT,Montana,  Adults,Overall,All Races,18 to 24 Years,All Grades
2013,AK,Alaska,  Adults,Overall,All Races,All Ages,All Grades
2011,OH,Ohio,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,ID,Idaho,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2018,GU,Guam,E-  Adults,Overall,All Races,45 to 64 Years,All Grades
2018,DE,Delaware,  Adults,Overall,All Races,All Ages,All Grades
2011,VA,Virginia,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2016,NY,New York, Adults,Overall,All Races,All Ages,All Grades
2019,NJ,New Jersey,  Adults,Overall,Hispanic,All Ages,All Grades
2019,MT,Montana,  Adults,Overall,All Races,45 to 64 Years,All Grades
2013,MI,Michigan,  Adults,Overall,All Races,All Ages,All Grades
2017,GA,Georgia,E-  Adults,Overall,White,All Ages,All Grades
2017,DE,Delaware,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2016,OR,Oregon, Adults,Male,All Races,All Ages,All Grades
2017,MS,Mississippi,  Adults,Overall,All Races,65 Years and Older,All Grades
2018,NJ,New Jersey,  Adults,Male,All Races,All Ages,All Grades
2015,PA,Pennsylvania,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2012-2013,CA,California,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,MT,Montana,  Adults,Overall,All Races,18 to 24 Years,All Grades
2017,ND,North Dakota,  Adults,Male,All Races,All Ages,All Grades
2016,ID,Idaho,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2012,CO,Colorado,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2019,AK,Alaska,  Adults,Overall,All Races,65 Years and Older,All Grades
2017-2018,AR,Arkansas,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,AR,Arkansas,  Adults,Female,All Races,All Ages,All Grades
2012,NM,New Mexico,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2014-2015,SC,South Carolina,  Adults,Overall,Hispanic,All Ages,All Grades
2012,PR,Puerto Rico,  Adults,Male,All Races,All Ages,All Grades
2016,MS,Mississippi, Adults,Female,All Races,All Ages,All Grades
2013-2014,ME,Maine,  Adults,Overall,African American,All Ages,All Grades
2018,RI,Rhode Island,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,FL,Florida,  Adults,Male,All Races,All Ages,All Grades
2017,VT,Vermont,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,MD,Maryland,  Adults,Overall,All Races,All Ages,All Grades
2016,UT,Utah,  Adults,Overall,All Races,25 to 44 Years,All Grades
2016,WV,West Virginia,  Adults,Female,All Races,All Ages,All Grades
2018,GU,Guam,E-  Adults,Overall,All Races,All Ages,All Grades
2014,LA,Louisiana,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2016,NE,Nebraska,E-  Adults,Male,All Races,All Ages,All Grades
2014,MS,Mississippi, Adults,Male,All Races,All Ages,All Grades
2017,VA,Virginia,  Adults,Overall,All Races,45 to 64 Years,All Grades
2017,ND,North Dakota,  Adults,Male,All Races,All Ages,All Grades
2017,IA,Iowa,  Adults,Overall,All Races,25 to 44 Years,All Grades
2013,SD,South Dakota,  Adults,Overall,All Races,18 to 24 Years,All Grades
2015,CO,Colorado,  Adults,Overall,All Races,All Ages,All Grades
2019,DE,Delaware,  Adults,Female,All Races,All Ages,All Grades
2017,KY,Kentucky,  Adults,Overall,All Races,65 Years and Older,All Grades
2014,TX,Texas,  Adults,Overall,All Races,All Ages,All Grades
2019,WA,Washington,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2013-2014,ME,Maine,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,DE,Delaware,  Adults,Overall,All Races,All Ages,All Grades
2017,OK,Oklahoma,  Adults,Overall,All Races,45 to 64 Years,All Grades
2012,AK,Alaska,  Adults,Female,All Races,All Ages,All Grades
2018,GU,Guam,  Adults,Overall,All Races,18 to 24 Years,All Grades
2012-2013,ND,North Dakota,  Adults,Overall,Hispanic,All Ages,All Grades
2016,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2012,HI,Hawaii,  Adults,Female,All Races,All Ages,All Grades
2014,AL,Alabama,  Adults,Overall,All Races,All Ages,All Grades
2017,ID,Idaho,  Adults,Male,All Races,All Ages,All Grades
2017,NM,New Mexico,  Adults,Overall,All Races,18 to 24 Years,All Grades
2013,MN,Minnesota,  Adults,Overall,All Races,All Ages,All Grades
2016,OH,Ohio,E-  Adults,Male,All Races,All Ages,All Grades
2011-2012,KS,Kansas,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,MI,Michigan,  Adults,Female,All Races,All Ages,All Grades
2011,GU,Guam,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2018,TX,Texas,E-  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2014,ME,Maine, Adults,Female,All Races,All Ages,All Grades
2011,ID,Idaho, Adults,Male,All Races,All Ages,All Grades
2018,PA,Pennsylvania,  Adults,Overall,All Races,All Ages,All Grades
2018,HI,Hawaii,  Adults,Overall,All Races,45 to 64 Years,All Grades
2016,HI,Hawaii,E-  Adults,Male,All Races,All Ages,All Grades
2017,VA,Virginia,  Adults,Overall,All Races,All Ages,All Grades
2012-2013,PR,Puerto Rico,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,NM,New Mexico,  Adults,Overall,All Races,All Ages,All Grades
2015,PA,Pennsylvania,  Adults,Overall,All Races,All Ages,All Grades
2013,ID,Idaho,  Adults,Male,All Races,All Ages,All Grades
2017-2018,ND,North Dakota,E-  Adults,Overall,African American,All Ages,All Grades
2012,VT,Vermont, Adults,Male,All Races,All Ages,All Grades
2018,MT,Montana, Adults,Overall,All Races,All Ages,All Grades
2014,OK,Oklahoma,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2018,SC,South Carolina,  Adults,Overall,White,All Ages,All Grades
2013,DC,District of Columbia,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,KY,Kentucky,  Adults,Female,All Races,All Ages,All Grades
2014-2015,AR,Arkansas,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,WA,Washington,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,NJ,New Jersey,E-  Adults,Overall,All Races,25 to 44 Years,All Grades
2012,MA,Massachusetts, Adults,Overall,All Races,All Ages,All Grades
2015,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2012,FL,Florida,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,CA,California,  Adults,Overall,All Races,All Ages,All Grades
2014,WA,Washington,  Adults,Overall,All Races,18 to 24 Years,All Grades
2019,NE,Nebraska,  Adults,Female,All Races,All Ages,All Grades
2011,LA,Louisiana, Adults,Male,All Races,All Ages,All Grades
2018,NC,North Carolina,E-  Adults,Male,All Races,All Ages,All Grades
2015,ME,Maine,  Adults,Male,All Races,All Ages,All Grades
2016-2017,MO,Missouri,E-  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,AR,Arkansas,  Adults,Female,All Races,18 to 44 Years,All Grades
2016,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2019,NC,North Carolina,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2016,MS,Mississippi,E-  Adults,Male,All Races,All Ages,All Grades
2015,OH,Ohio,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2011,MO,Missouri,  Adults,Female,All Races,All Ages,All Grades
2011-2012,FL,Florida,  Adults,Overall,Hispanic,All Ages,All Grades
2017,CA,California,E-  Adults,Overall,All Races,18 to 24 Years,All Grades
2012,ID,Idaho,  Adults,Female,All Races,All Ages,All Grades
2017,VT,Vermont,  Adults,Female,All Races,All Ages,All Grades
2019,IN,Indiana,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2014,PR,Puerto Rico,  Adults,Overall,All Races,All Ages,All Grades
2019,MD,Maryland,  Adults,Female,All Races,All Ages,All Grades
2016,AL,Alabama,  Adults,Overall,Hispanic,All Ages,All Grades
2017-2018,MS,Mississippi,  Adults,Overall,White,All Ages,All Grades
2015,MA,Massachusetts,  Adults,Female,All Races,18 to 44 Years,All Grades
2019,WI,Wisconsin,  Adults,Overall,Hispanic,All Ages,All Grades
2019,WA,Washington,  Adults,Male,All Races,All Ages,All Grades
2013,OH,Ohio,  Adults,Overall,White,All Ages,All Grades
2011,LA,Louisiana,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2015,OK,Oklahoma,  Adults,Overall,African American,All Ages,All Grades
2014,NE,Nebraska,  Adults,Male,All Races,All Ages,All Grades
2014,HI,Hawaii,  Adults,Overall,Hispanic,All Ages,All Grades
2018,US,National Median (States and DC),E-  Adults,Overall,All Races,All Ages,All Grades
2011-2012,TX,Texas,  Adults,Overall,White,All Ages,All Grades
2011,FL,Florida, Adults,Male,All Races,All Ages,All Grades
2011,MA,Massachusetts,  Adults,Overall,All Races,All Ages,All Grades
2015,IA,Iowa,  Adults,Overall,All Races,All Ages,All Grades
2019,TN,Tennessee,  Adults,Male,All Races,All Ages,All Grades
2013-2014,IN,Indiana,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,MT,Montana,  Adults,Male,All Races,All Ages,All Grades
2017,VT,Vermont, Adults,Female,All Races,All Ages,All Grades
2019,WA,Washington, Adults,Male,All Races,All Ages,All Grades
2019,DC,District of Columbia,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2018,OR,Oregon,  Adults,Male,All Races,All Ages,All Grades
2017,WI,Wisconsin,E-  Adults,Female,All Races,All Ages,All Grades
2018,IA,Iowa,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2014,NJ,New Jersey,  Adults,Male,All Races,All Ages,All Grades
2012,OK,Oklahoma,  Adults,Overall,All Races,All Ages,All Grades
2016,WI,Wisconsin,  Adults,Overall,All Races,18 to 24 Years,All Grades
2014,MI,Michigan,  Adults,Overall,All Races,All Ages,All Grades
2018,IL,Illinois,  Adults,Overall,White,All Ages,All Grades
2018,ND,North Dakota,  Adults,Overall,All Races,18 to 24 Years,All Grades
2013,KY,Kentucky,  Adults,Overall,All Races,45 to 64 Years,All Grades
2014,CO,Colorado,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,ND,North Dakota,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018,NM,New Mexico,  Adults,Overall,White,All Ages,All Grades
2014,FL,Florida,  Adults,Female,All Races,18 to 44 Years,All Grades
2013,NY,New York,  Adults,Male,All Races,All Ages,All Grades
2011-2012,MA,Massachusetts,  Adults,Overall,White,All Ages,All Grades
2013,CO,Colorado,  Adults,Overall,All Races,45 to 64 Years,All Grades
2015,ID,Idaho,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2014-2015,IL,Illinois,  Adults,Overall,White,All Ages,All Grades
2013,SC,South Carolina,  Adults,Overall,Hispanic,All Ages,All Grades
2018,IN,Indiana,  Adults,Overall,All Races,All Ages,All Grades
2017,WY,Wyoming,  Adults,Overall,All Races,All Ages,All Grades
2017,MT,Montana,  Adults,Male,All Races,All Ages,All Grades
2014,OK,Oklahoma,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2019,VT,Vermont,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2014,PA,Pennsylvania,  Adults,Male,All Races,All Ages,All Grades
2012,MI,Michigan,  Adults,Overall,White,All Ages,All Grades
2018,MT,Montana, Adults,Male,All Races,All Ages,All Grades
2019,FL,Florida,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2011,CT,Connecticut,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2018,ND,North Dakota,E-  Adults,Male,All Races,All Ages,All Grades
2017,UT,Utah,E-  Adults,Female,All Races,All Ages,All Grades
2015,GU,Guam,  Adults,Female,All Races,All Ages,All Grades
2017,DE,Delaware,  Adults,Overall,All Races,All Ages,All Grades
2015,SC,South Carolina,  Adults,Female,All Races,All Ages,All Grades
2013,AL,Alabama,  Adults,Female,All Races,All Ages,All Grades
2015-2016,MT,Montana,  Adults,Overall,African American,All Ages,All Grades
2016-2017,MO,Missouri,E-  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2017,NJ,New Jersey,  Adults,Female,All Races,All Ages,All Grades
2017-2018,KY,Kentucky,  Adults,Overall,African American,All Ages,All Grades
2015,NE,Nebraska,  Adults,Overall,All Races,45 to 64 Years,All Grades
2016,HI,Hawaii,  Adults,Overall,All Races,18 to 24 Years,All Grades
2014,CO,Colorado,  Adults,Female,All Races,All Ages,All Grades
2011-2012,AL,Alabama,  Adults,Overall,White,All Ages,All Grades
2014,SD,South Dakota,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2015,MI,Michigan,  Adults,Female,All Races,All Ages,All Grades
2011,ME,Maine,  Adults,Male,All Races,All Ages,All Grades
2018,OH,Ohio,E-  Adults,Overall,All Races,18 to 24 Years,All Grades
2019,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2012,OR,Oregon,  Adults,Female,All Races,18 to 44 Years,All Grades
2019,NJ,New Jersey,  Adults,Female,All Races,All Ages,All Grades
2011,ID,Idaho,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2012-2013,WA,Washington,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,MT,Montana,  Adults,Overall,All Races,All Ages,All Grades
2012,HI,Hawaii,  Adults,Male,All Races,All Ages,All Grades
2016,US,National Median (States and DC),  Adults,Overall,All Races,All Ages,All Grades
2013,KY,Kentucky,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2014-2015,SD,South Dakota,  Adults,Overall,Hispanic,All Ages,All Grades
2013,NE,Nebraska,  Adults,Overall,All Races,All Ages,All Grades
2015,RI,Rhode Island,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2016,NY,New York,  Adults,Male,All Races,All Ages,All Grades
2018,TN,Tennessee,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,VA,Virginia,E-  Adults,Overall,All Races,All Ages,All Grades
2018,DC,District of Columbia,  Adults,Overall,African American,All Ages,All Grades
2015-2016,PR,Puerto Rico,  Adults,Overall,White,All Ages,All Grades
2011,UT,Utah,  Adults,Overall,All Races,All Ages,All Grades
2016,CT,Connecticut, Adults,Overall,All Races,All Ages,All Grades
2016,NE,Nebraska,E-  Adults,Overall,All Races,65 Years and Older,All Grades
2018,OK,Oklahoma,  Adults,Overall,All Races,All Ages,All Grades
2018,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2016-2017,IL,Illinois,  Adults,Overall,Hispanic,All Ages,All Grades
2013,AZ,Arizona,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,NH,New Hampshire,E-  Adults,Overall,All Races,Age 25 and Older,12th Grade
2012,MI,Michigan,  Adults,Male,All Races,All Ages,All Grades
2014,VT,Vermont,  Adults,Overall,Hispanic,All Ages,All Grades
2017,CT,Connecticut,E-  Adults,Overall,All Races,All Ages,All Grades
2013-2014,AL,Alabama,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,NC,North Carolina,  Adults,Overall,All Races,All Ages,All Grades
2014,MS,Mississippi,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,SD,South Dakota,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2018,CT,Connecticut,  Adults,Overall,All Races,All Ages,All Grades
2014,SD,South Dakota,  Adults,Female,All Races,All Ages,All Grades
2012,DE,Delaware,  Adults,Male,All Races,All Ages,All Grades
2011,WV,West Virginia,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2015,FL,Florida,  Adults,Overall,All Races,18 to 24 Years,All Grades
